1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,16
1,17
1,18
1,19
1,20
1,21
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,34
1,35
1,36
1,37
1,38
1,40
1,41
1,42
1,44
1,45
1,46
1,47
1,48
1,49
1,52
1,54
1,55
1,56
1,58
1,59
1,60
1,67
1,71
1,72
1,74
1,79
1,80
1,81
1,82
1,83
1,85
1,87
1,90
1,91
1,92
1,93
1,94
1,95
1,96
1,97
1,98
1,99
2,1
2,2
2,3
2,4
2,5
2,6
2,7
2,8
2,9
2,10
2,11
2,12
2,13
2,14
2,16
2,17
2,18
2,19
2,20
2,21
2,22
2,23
2,24
2,25
2,26
2,27
2,28
2,29
2,30
2,31
2,32
2,33
2,34
2,35
2,36
2,37
2,38
2,40
2,41
2,42
2,44
2,45
2,46
2,47
2,48
2,49
2,52
2,54
2,55
2,56
2,58
2,59
2,60
2,67
2,71
2,72
2,74
2,77
2,79
2,80
2,81
2,82
2,83
2,85
2,87
2,90
2,91
2,92
2,93
2,94
2,95
2,96
2,97
2,98
2,99
3,1
3,2
3,3
3,4
3,5
3,6
3,7
3,8
3,9
3,10
3,11
3,12
3,13
3,14
3,16
3,17
3,18
3,19
3,20
3,21
3,22
3,23
3,24
3,25
3,26
3,27
3,28
3,29
3,30
3,31
3,32
3,33
3,34
3,35
3,36
3,38
3,40
3,41
3,42
3,44
3,46
3,47
3,49
3,52
3,54
3,55
3,56
3,59
3,60
3,67
3,71
3,72
3,74
3,79
3,80
3,81
3,82
3,85
3,87
3,90
3,91
3,92
3,94
3,95
3,96
3,97
3,98
4,1
4,2
4,3
4,4
4,5
4,6
4,7
4,8
4,9
4,10
4,11
4,12
4,13
4,14
4,16
4,17
4,18
4,19
4,20
4,21
4,22
4,23
4,24
4,25
4,26
4,27
4,28
4,29
4,30
4,31
4,32
4,33
4,34
4,35
4,36
4,37
4,38
4,39
4,40
4,41
4,42
4,44
4,45
4,46
4,47
4,48
4,49
4,52
4,54
4,55
4,56
4,58
4,59
4,60
4,67
4,71
4,72
4,74
4,79
4,80
4,81
4,82
4,83
4,85
4,87
4,90
4,91
4,92
4,93
4,94
4,95
4,96
4,97
4,98
4,99
5,1
5,2
5,3
5,4
5,5
5,6
5,7
5,8
5,9
5,10
5,11
5,12
5,13
5,14
5,16
5,17
5,18
5,19
5,20
5,21
5,22
5,23
5,24
5,25
5,26
5,27
5,28
5,29
5,30
5,31
5,32
5,33
5,34
5,35
5,36
5,38
5,40
5,41
5,42
5,44
5,45
5,46
5,47
5,49
5,52
5,54
5,55
5,56
5,58
5,59
5,60
5,67
5,71
5,72
5,74
5,79
5,80
5,81
5,82
5,85
5,87
5,90
5,91
5,92
5,94
5,95
5,96
5,97
5,98
5,99
6,1
6,2
6,3
6,4
6,5
6,6
6,7
6,8
6,9
6,10
6,11
6,12
6,13
6,14
6,16
6,17
6,18
6,19
6,20
6,21
6,22
6,23
6,24
6,25
6,26
6,27
6,28
6,29
6,30
6,31
6,32
6,33
6,34
6,35
6,36
6,37
6,38
6,40
6,41
6,42
6,44
6,45
6,46
6,47
6,48
6,49
6,52
6,54
6,55
6,56
6,58
6,59
6,60
6,67
6,71
6,72
6,74
6,79
6,80
6,81
6,82
6,83
6,85
6,87
6,90
6,91
6,92
6,93
6,94
6,95
6,96
6,97
6,98
6,99
7,1
7,2
7,3
7,4
7,5
7,6
7,7
7,8
7,9
7,10
7,11
7,12
7,13
7,14
7,16
7,17
7,18
7,19
7,20
7,21
7,22
7,23
7,24
7,25
7,26
7,27
7,28
7,29
7,30
7,31
7,32
7,33
7,34
7,35
7,36
7,38
7,40
7,41
7,42
7,44
7,45
7,46
7,47
7,48
7,49
7,52
7,54
7,55
7,56
7,58
7,59
7,60
7,67
7,71
7,72
7,74
7,79
7,80
7,81
7,82
7,83
7,85
7,87
7,90
7,91
7,92
7,93
7,94
7,95
7,96
7,97
7,98
8,1
8,2
8,3
8,4
8,5
8,6
8,7
8,8
8,9
8,10
8,11
8,12
8,13
8,14
8,16
8,17
8,18
8,19
8,20
8,21
8,22
8,23
8,24
8,25
8,26
8,27
8,28
8,29
8,30
8,31
8,32
8,33
8,34
8,35
8,36
8,37
8,38
8,40
8,41
8,42
8,44
8,45
8,46
8,47
8,49
8,52
8,54
8,55
8,56
8,58
8,59
8,60
8,67
8,71
8,72
8,74
8,79
8,80
8,81
8,82
8,83
8,85
8,87
8,90
8,91
8,92
8,93
8,94
8,95
8,96
8,97
8,98
8,99
9,1
9,2
9,3
9,4
9,5
9,6
9,7
9,8
9,9
9,10
9,11
9,12
9,13
9,14
9,16
9,17
9,18
9,19
9,20
9,21
9,22
9,23
9,24
9,25
9,26
9,27
9,28
9,29
9,30
9,31
9,32
9,33
9,34
9,35
9,36
9,38
9,40
9,41
9,42
9,44
9,45
9,46
9,47
9,48
9,49
9,52
9,54
9,55
9,56
9,59
9,60
9,67
9,71
9,72
9,74
9,79
9,80
9,81
9,82
9,85
9,87
9,90
9,91
9,92
9,94
9,95
9,96
9,98
9,99
10,1
10,2
10,3
10,4
10,5
10,6
10,7
10,8
10,9
10,10
10,11
10,12
10,13
10,14
10,16
10,17
10,18
10,19
10,20
10,21
10,22
10,23
10,24
10,25
10,26
10,27
10,28
10,29
10,30
10,31
10,32
10,33
10,34
10,35
10,36
10,37
10,38
10,40
10,41
10,42
10,44
10,45
10,46
10,47
10,48
10,49
10,50
10,52
10,54
10,55
10,56
10,58
10,59
10,60
10,67
10,71
10,72
10,74
10,79
10,80
10,81
10,82
10,83
10,85
10,87
10,90
10,91
10,92
10,93
10,94
10,95
10,96
10,97
10,98
10,99
11,1
11,2
11,3
11,4
11,5
11,6
11,7
11,8
11,9
11,10
11,11
11,12
11,13
11,14
11,16
11,17
11,18
11,19
11,20
11,21
11,22
11,23
11,24
11,25
11,26
11,27
11,28
11,29
11,30
11,31
11,32
11,33
11,34
11,35
11,36
11,37
11,38
11,40
11,41
11,42
11,44
11,45
11,46
11,47
11,49
11,52
11,54
11,55
11,56
11,58
11,59
11,60
11,67
11,71
11,72
11,74
11,79
11,80
11,81
11,82
11,83
11,85
11,87
11,90
11,91
11,92
11,93
11,94
11,95
11,96
11,97
11,98
11,99
12,1
12,2
12,3
12,4
12,5
12,6
12,7
12,8
12,9
12,10
12,11
12,12
12,13
12,14
12,16
12,17
12,18
12,19
12,20
12,21
12,22
12,23
12,24
12,25
12,26
12,27
12,28
12,29
12,30
12,31
12,32
12,33
12,34
12,35
12,36
12,38
12,40
12,41
12,42
12,44
12,46
12,47
12,49
12,52
12,54
12,55
12,56
12,58
12,59
12,60
12,67
12,71
12,72
12,74
12,79
12,80
12,81
12,82
12,83
12,85
12,87
12,90
12,91
12,92
12,93
12,94
12,95
12,96
12,97
12,98
12,99
13,1
13,2
13,3
13,4
13,5
13,6
13,7
13,8
13,9
13,10
13,11
13,12
13,13
13,14
13,16
13,17
13,18
13,19
13,20
13,21
13,22
13,23
13,24
13,25
13,26
13,27
13,28
13,29
13,30
13,31
13,32
13,33
13,34
13,35
13,36
13,37
13,38
13,40
13,41
13,42
13,44
13,45
13,46
13,47
13,48
13,49
13,50
13,52
13,54
13,55
13,56
13,58
13,59
13,60
13,67
13,71
13,72
13,74
13,79
13,80
13,81
13,82
13,83
13,85
13,87
13,90
13,91
13,92
13,93
13,94
13,95
13,96
13,97
13,98
13,99
14,1
14,2
14,3
14,4
14,5
14,6
14,7
14,8
14,9
14,10
14,11
14,12
14,13
14,14
14,16
14,17
14,18
14,19
14,20
14,21
14,22
14,23
14,24
14,25
14,26
14,27
14,28
14,29
14,30
14,31
14,32
14,33
14,34
14,35
14,36
14,38
14,40
14,41
14,42
14,43
14,44
14,46
14,47
14,49
14,50
14,51
14,52
14,54
14,55
14,56
14,58
14,59
14,60
14,67
14,71
14,72
14,74
14,79
14,80
14,81
14,82
14,83
14,85
14,87
14,90
14,91
14,92
14,93
14,94
14,95
14,96
14,97
14,98
14,99
15,1
15,2
15,3
15,4
15,5
15,6
15,7
15,8
15,9
15,10
15,11
15,12
15,13
15,14
15,16
15,17
15,18
15,19
15,20
15,21
15,22
15,23
15,24
15,25
15,26
15,27
15,28
15,29
15,30
15,31
15,32
15,33
15,34
15,35
15,36
15,37
15,38
15,40
15,41
15,42
15,44
15,46
15,47
15,49
15,50
15,52
15,54
15,55
15,56
15,58
15,59
15,60
15,67
15,71
15,72
15,74
15,79
15,80
15,81
15,82
15,83
15,85
15,87
15,90
15,91
15,92
15,93
15,94
15,95
15,96
15,97
15,98
15,99
16,1
16,2
16,3
16,4
16,5
16,6
16,7
16,8
16,9
16,10
16,11
16,12
16,13
16,14
16,16
16,17
16,18
16,19
16,20
16,21
16,22
16,23
16,24
16,25
16,26
16,27
16,28
16,29
16,30
16,31
16,32
16,33
16,34
16,35
16,36
16,38
16,40
16,41
16,42
16,44
16,45
16,46
16,47
16,48
16,49
16,52
16,54
16,55
16,56
16,58
16,59
16,60
16,67
16,71
16,72
16,74
16,79
16,80
16,81
16,82
16,83
16,85
16,87
16,90
16,91
16,92
16,93
16,94
16,95
16,96
16,97
16,98
16,99
17,1
17,2
17,3
17,4
17,5
17,6
17,7
17,8
17,9
17,10
17,11
17,12
17,13
17,14
17,16
17,17
17,18
17,19
17,20
17,21
17,22
17,23
17,24
17,25
17,26
17,27
17,28
17,29
17,30
17,31
17,32
17,33
17,34
17,35
17,36
17,38
17,40
17,41
17,42
17,44
17,45
17,46
17,47
17,48
17,49
17,52
17,54
17,55
17,56
17,58
17,59
17,60
17,67
17,71
17,72
17,74
17,79
17,80
17,81
17,82
17,83
17,85
17,87
17,90
17,91
17,92
17,93
17,94
17,95
17,96
17,97
17,98
17,99
18,1
18,2
18,3
18,4
18,5
18,6
18,7
18,8
18,9
18,10
18,11
18,12
18,13
18,14
18,16
18,17
18,18
18,19
18,20
18,21
18,22
18,23
18,24
18,25
18,26
18,27
18,28
18,29
18,30
18,31
18,32
18,33
18,34
18,35
18,36
18,38
18,40
18,41
18,42
18,43
18,44
18,45
18,46
18,47
18,48
18,49
18,50
18,52
18,54
18,55
18,56
18,58
18,59
18,60
18,67
18,71
18,72
18,74
18,79
18,80
18,81
18,82
18,83
18,85
18,87
18,90
18,91
18,92
18,93
18,94
18,95
18,96
18,97
18,98
18,99
19,1
19,2
19,3
19,4
19,5
19,6
19,7
19,8
19,9
19,10
19,11
19,12
19,13
19,14
19,16
19,17
19,18
19,19
19,20
19,21
19,22
19,23
19,24
19,25
19,26
19,27
19,28
19,29
19,30
19,31
19,32
19,33
19,34
19,35
19,36
19,37
19,38
19,39
19,40
19,41
19,42
19,44
19,46
19,47
19,49
19,50
19,52
19,54
19,55
19,56
19,58
19,59
19,60
19,67
19,71
19,72
19,74
19,79
19,80
19,81
19,82
19,83
19,85
19,87
19,90
19,91
19,92
19,93
19,94
19,95
19,96
19,97
19,98
19,99
20,1
20,2
20,3
20,4
20,5
20,6
20,7
20,8
20,9
20,10
20,11
20,12
20,13
20,14
20,16
20,17
20,18
20,19
20,20
20,21
20,22
20,23
20,24
20,25
20,26
20,27
20,28
20,29
20,30
20,31
20,32
20,33
20,34
20,35
20,36
20,37
20,38
20,40
20,41
20,42
20,44
20,45
20,46
20,47
20,48
20,49
20,50
20,52
20,54
20,55
20,56
20,58
20,59
20,60
20,67
20,71
20,72
20,74
20,77
20,79
20,80
20,81
20,82
20,83
20,85
20,87
20,90
20,91
20,92
20,93
20,94
20,95
20,96
20,97
20,98
20,99
21,1
21,2
21,3
21,4
21,5
21,6
21,7
21,8
21,9
21,10
21,11
21,12
21,13
21,14
21,16
21,17
21,18
21,19
21,20
21,21
21,22
21,23
21,24
21,25
21,26
21,27
21,28
21,29
21,30
21,31
21,32
21,33
21,34
21,35
21,36
21,38
21,40
21,41
21,42
21,44
21,46
21,47
21,49
21,52
21,54
21,55
21,56
21,58
21,59
21,60
21,67
21,71
21,72
21,74
21,79
21,80
21,81
21,82
21,83
21,85
21,87
21,90
21,91
21,92
21,93
21,94
21,95
21,97
21,98
21,99
22,1
22,2
22,3
22,4
22,5
22,6
22,7
22,8
22,9
22,10
22,11
22,12
22,13
22,14
22,16
22,17
22,18
22,19
22,20
22,21
22,22
22,23
22,24
22,25
22,26
22,27
22,28
22,29
22,30
22,31
22,32
22,33
22,34
22,35
22,36
22,38
22,40
22,41
22,42
22,44
22,46
22,47
22,49
22,52
22,54
22,55
22,56
22,58
22,59
22,60
22,67
22,71
22,72
22,74
22,79
22,80
22,81
22,82
22,83
22,85
22,87
22,90
22,91
22,92
22,93
22,94
22,95
22,96
22,97
22,98
23,1
23,2
23,3
23,4
23,5
23,6
23,7
23,8
23,9
23,10
23,11
23,12
23,13
23,14
23,16
23,17
23,18
23,19
23,20
23,21
23,22
23,23
23,24
23,25
23,26
23,27
23,28
23,29
23,30
23,31
23,32
23,33
23,34
23,35
23,36
23,38
