32,1
33,1
34,1
36,1
37,1
670,1  
692,1  
693,1  
694,1  
728,1  
756,1  
768,2 - cat = f776  
769,2 - cat = f777
717,7 - cat ???
 
82,8 - cont 
92,8 - cont 
102,8 - cont 
112,8 - cont 
122,8 - cont 
151,8 - cont 
161,8 - cont 
171,8 - cont 
181,8 - cont 
191,8 - cont 
221,8 - cont 
231,8 - 
241,8
251,8
261,8
290,8
298,8
306,8
314,8
322,8
671,8

3,10 - f2 (can be treated as categorical ... ) 
6,10 - f5 (can be treated as categorical ... )
72,10
402,18
292,22
293,22
294,22
295,22
308,24
309,24
310,24
311,24
300,25
301,25
302,25
303,25
12,31
67,31
592,32
594,32
399,35
667,35
669,35
320,36
328,37
128,38
197,39
296,39
103,40
267,40
312,40
93,41
118,41
304,41
316,41
317,41
318,41
319,41
83,42
98,42
232,42
242,42
257,42
88,43
108,43
247,43
167,44
177,44
187,45
609,45
227,46
237,46
157,47
222,47
324,54
325,54
326,54
327,54
172,56
113,57
5,61
307,62
770,64
68,65
162,67
607,67
299,68
123,69
252,69
597,69
69,73
152,73
2,74
291,74
608,75
262,79
182,89
771,89
315,92
192,94
757,94
668,95
101,96
230,96
240,96
323,96
91,98
170,98
305,98
81,100
111,101
121,101
150,101
160,101
180,101
190,101
220,101
250,101
260,101
289,101
297,101
313,101
321,101
330,114
99,121
109,123
23,125
30,125
561,125
130,132
248,132
393,134
716,135
541,136
89,139
119,140
551,146
269,148
666,151
178,155
238,155
120,159
228,160
47,164
199,166
658,166
35,167
407,167
645,167
762,167
73,168
344,168
353,168
361,168
370,168
378,168
416,168
426,168
714,168
721,168
733,168
673,169
41,170
51,170
57,170
61,170
388,170
617,170
625,170
636,170
705,170
168,177
110,178
258,178
100,180
129,180
24,181
531,182
249,185
403,187
80,189
758,189
259,197
340,200
179,206
90,213
468,218
169,222
239,225
158,234
329,240
219,242
229,242
189,243
268,243
613,269
188,281
612,285
79,287
218,292
149,297
159,298
139,300
198,300
653,300
278,304
288,304
715,304
339,312
474,319
484,321
652,324
421,328
148,337
392,337
494,349
504,358
528,361
457,363
595,387
605,387
208,398
465,421
209,454
279,570
140,575
606,592
596,595
173,605
174,605
175,605
176,605
163,655
164,655
165,655
166,655
217,686
76,715
212,786
153,826
154,826
155,826
156,826
404,835
759,836
644,840
283,874
583,924
611,980
287,983
510,1010
143,1052
282,1059
590,1068
587,1071
7,1079
104,1093
105,1093
106,1093
107,1093
27,1182
26,1196
28,1229
29,1231
610,1231
243,1235
244,1235
245,1235
246,1235
642,1251
725,1295
233,1352
234,1352
235,1352
236,1352
94,1353
95,1353
96,1353
97,1353
433,1361
183,1363
184,1363
185,1363
186,1363
586,1365
223,1450
224,1450
225,1450
226,1450
17,1605
74,1614
280,1614
141,1618
210,1625
84,1702
85,1702
86,1702
87,1702
662,1707
16,1717
21,1811
193,1890
194,1890
195,1890
196,1890
14,1938
20,1944
755,1944
441,1987
75,2010
591,2012
142,2032
71,2033
281,2035
19,2036
211,2050
511,2080
585,2103
13,2126
640,2138
31,2254
765,2259
643,2340
664,2381
422,2492
581,2527
582,2532
253,2682
254,2682
255,2682
256,2682
434,2751
764,2841
114,3103
115,3103
116,3103
117,3103
665,3113
648,3290
401,3412
766,3538
641,3658
763,3742
499,3783
263,3865
264,3865
265,3865
266,3865
719,3913
726,4190
124,4240
125,4240
126,4240
127,4240
584,4363
275,4415
489,4447
25,4542
136,4719
554,4857
406,4937
621,5003
395,5017
544,5160
761,5170
394,5261
70,5278
729,5298
452,5364
10,5498
760,5536
534,5547
284,5630
398,6045
11,6052
396,6112
663,6317
685,6472
593,6489
657,6726
508,7213
397,7240
59,7619
18,7982
423,8003
589,8019
39,8101
63,8208
45,8264
62,8396
442,8578
512,8608
337,8663
384,8869
446,9227
58,9246
520,9430
447,9436
49,9447
44,9471
600,9805
8,9808
438,9808
456,9808
464,9808
473,9808
483,9808
493,9808
503,9808
144,9823
517,9829
450,9839
655,9905
516,9939
479,9994
654,10003
38,10292
48,10372
720,10373
564,10598
527,10766
538,10766
548,10766
558,10766
568,10766
577,10766
9,10773
674,10979
66,11294
375,12519
526,12610
435,12672
588,13145
54,13617
376,13841
463,14405
206,14510
573,15046
432,15241
646,15715
205,15793
350,16450
498,17036
383,17150
367,17613
553,17791
732,18027
672,18283
488,18475
543,18505
647,18561
622,18786
513,18793
405,19196
341,19407
533,19811
451,19851
443,20641
738,21325
358,22158
430,22303
418,23557
656,23675
767,23740
431,23745
555,24046
730,24124
351,24398
634,24511
624,24983
336,25154
545,25341
449,25460
500,25676
419,25772
377,26343
535,26670
342,26688
626,26855
334,27298
490,27679
276,28709
425,29000
453,29140
145,29343
580,29506
285,29692
477,30481
137,31151
440,31403
519,31607
55,31996
677,32111
675,32338
274,33161
627,33395
487,33990
560,34245
135,34440
661,34869
550,35154
540,36818
506,37152
368,37445
571,37526
496,38363
633,38405
632,38779
628,38832
213,39063
459,39289
565,39348
203,39817
507,39991
509,40422
731,40592
424,41029
563,41944
359,42268
497,42914
480,42935
478,42999
352,43087
343,43567
747,43797
77,43907
204,43937
335,44284
460,44342
134,45677
273,45749
22,46157
201,46341
271,46923
332,46983
132,47094
562,48010
366,48242
574,48351
623,48572
552,48707
542,50373
737,50835
349,51505
570,51628
374,51737
475,51955
357,51981
470,52141
15,52152
746,54458
486,55274
410,56203
629,56239
631,58062
485,58936
578,59227
331,60915
333,61035
579,61056
572,61114
409,62107
734,62987
739,63111
688,64328
476,64601
659,64826
200,65341
744,65772
64,66352
745,66449
382,67516
408,67622
286,67748
427,67842
356,67969
348,68015
697,68211
400,68437
569,68479
691,68986
751,69221
270,69445
701,70380
131,70458
742,71133
60,71269
146,71291
46,71429
630,72035
379,72122
133,72200
750,72511
338,72841
696,72892
741,73864
65,74195
700,74270
202,74343
355,74833
347,74914
50,75295
749,75423
695,75458
752,75610
743,75841
495,76077
458,76133
40,76200
505,76225
660,76245
718,76395
373,76555
740,76602
272,76753
748,76850
699,77328
703,77340
56,77384
365,77588
415,77818
414,77887
702,78238
698,78239
42,78394
52,78532
420,78613
682,78667
417,79478
680,79954
754,80054
413,80147
753,80552
369,80806
704,80949
412,81346
649,81479
706,81544
539,83439
678,83620
676,83631
360,83837
735,84058
722,84311
207,84893
549,85039
529,85376
736,85699
428,86302
466,86420
559,86547
536,86576
454,86833
491,87241
546,87265
501,87282
556,87919
604,88367
686,89023
429,89622
214,89781
601,90396
679,90526
345,90542
689,90613
354,90629
346,90645
78,91147
481,91817
690,91986
380,92079
381,92521
723,92695
724,92782
566,92825
411,93537
687,93730
637,93751
147,93867
713,94012
471,94232
712,94665
523,94845
683,95085
681,95104
277,95173
684,95242
371,95245
138,95250
362,95276
363,95279
711,95397
710,95427
575,95799
651,95863
372,96972
364,97609
708,98164
455,98578
492,98875
502,99040
43,99223
53,99892
635,99978
537,100369
482,100954
650,101011
547,101112
557,101337
603,101777
472,102126
567,102822
639,102884
469,102913
391,102964
620,103043
514,103495
436,103517
576,103594
385,103715
386,103733
444,103768
615,103800
614,103805
638,103818
215,103873
532,104114
462,104195
525,104217
522,104321
387,104339
616,104506
598,104522
390,104659
389,104662
461,104742
619,104751
618,104754
467,104818
437,104864
524,105078
439,105091
727,105111
530,105148
515,105175
445,105176
4,105209
216,105213
599,105261
602,105261
709,105261
448,105407
518,105418
707,105436
521,105446
1,105471
